entrant_level,campus,fall_term,count_category,ethnicity,n
transfer,Systemwide,2024,applicants,Hispanic/Latino(a),11997
transfer,Systemwide,2025,applicants,Hispanic/Latino(a),12361
transfer,Systemwide,2017,applicants,Pacific Islander,151
transfer,Systemwide,2018,applicants,Pacific Islander,146
transfer,Systemwide,2019,applicants,Pacific Islander,122
transfer,Systemwide,2020,applicants,Pacific Islander,147
transfer,Systemwide,2021,applicants,Pacific Islander,150
transfer,Systemwide,2022,applicants,Pacific Islander,136
transfer,Systemwide,2023,applicants,Pacific Islander,104
transfer,Systemwide,2024,applicants,Pacific Islander,130
transfer,Systemwide,2025,applicants,Pacific Islander,132
transfer,Systemwide,2017,applicants,White,10622
transfer,Systemwide,2018,applicants,White,11243
transfer,Systemwide,2019,applicants,White,11211
transfer,Systemwide,2020,applicants,White,10782
transfer,Systemwide,2021,applicants,White,12116
transfer,Systemwide,2022,applicants,White,10911
transfer,Systemwide,2023,applicants,White,10440
transfer,Systemwide,2024,applicants,White,11018
transfer,Systemwide,2025,applicants,White,11085
transfer,Systemwide,2017,applicants,Unknown,1080
transfer,Systemwide,2018,applicants,Unknown,1090
transfer,Systemwide,2019,applicants,Unknown,1019
transfer,Systemwide,2020,applicants,Unknown,1510
transfer,Systemwide,2021,applicants,Unknown,861
transfer,Systemwide,2022,applicants,Unknown,776
transfer,Systemwide,2023,applicants,Unknown,927
transfer,Systemwide,2024,applicants,Unknown,1059
transfer,Systemwide,2025,applicants,Unknown,990
transfer,Systemwide,2017,applicants,International,5463
transfer,Systemwide,2018,applicants,International,5700
transfer,Systemwide,2019,applicants,International,5524
transfer,Systemwide,2020,applicants,International,5585
transfer,Systemwide,2021,applicants,International,5401
transfer,Systemwide,2022,applicants,International,3940
transfer,Systemwide,2023,applicants,International,3629
transfer,Systemwide,2024,applicants,International,4077
transfer,Systemwide,2025,applicants,International,4422
transfer,Systemwide,2017,admits,African American,1256
transfer,Systemwide,2018,admits,African American,1393
transfer,Systemwide,2019,admits,African American,1363
transfer,Systemwide,2020,admits,African American,1472
transfer,Systemwide,2021,admits,African American,1469
transfer,Systemwide,2022,admits,African American,1446
transfer,Systemwide,2023,admits,African American,1471
transfer,Systemwide,2024,admits,African American,1545
transfer,Systemwide,2025,admits,African American,1641
transfer,Systemwide,2017,admits,American Indian,165
transfer,Systemwide,2018,admits,American Indian,175
transfer,Systemwide,2019,admits,American Indian,163
transfer,Systemwide,2020,admits,American Indian,191
transfer,Systemwide,2021,admits,American Indian,144
transfer,Systemwide,2022,admits,American Indian,205
transfer,Systemwide,2023,admits,American Indian,233
transfer,Systemwide,2024,admits,American Indian,225
transfer,Systemwide,2025,admits,American Indian,223
transfer,Systemwide,2017,admits,Asian,6699
transfer,Systemwide,2018,admits,Asian,6895
transfer,Systemwide,2019,admits,Asian,7115
transfer,Systemwide,2020,admits,Asian,7676
transfer,Systemwide,2021,admits,Asian,8365
transfer,Systemwide,2022,admits,Asian,8004
transfer,Systemwide,2023,admits,Asian,8209
transfer,Systemwide,2024,admits,Asian,8594
transfer,Systemwide,2025,admits,Asian,9120
transfer,Systemwide,2017,admits,Hispanic/Latino(a),6656
transfer,Systemwide,2018,admits,Hispanic/Latino(a),7629
transfer,Systemwide,2019,admits,Hispanic/Latino(a),7554
transfer,Systemwide,2020,admits,Hispanic/Latino(a),8217
transfer,Systemwide,2021,admits,Hispanic/Latino(a),8479
transfer,Systemwide,2022,admits,Hispanic/Latino(a),7559
transfer,Systemwide,2023,admits,Hispanic/Latino(a),7336
transfer,Systemwide,2024,admits,Hispanic/Latino(a),8154
transfer,Systemwide,2025,admits,Hispanic/Latino(a),8528
transfer,Systemwide,2017,admits,Pacific Islander,96
transfer,Systemwide,2018,admits,Pacific Islander,81
transfer,Systemwide,2019,admits,Pacific Islander,80
transfer,Systemwide,2020,admits,Pacific Islander,84
transfer,Systemwide,2021,admits,Pacific Islander,97
transfer,Systemwide,2022,admits,Pacific Islander,81
transfer,Systemwide,2023,admits,Pacific Islander,72
transfer,Systemwide,2024,admits,Pacific Islander,79
transfer,Systemwide,2025,admits,Pacific Islander,88
transfer,Systemwide,2017,admits,Unknown,733
transfer,Systemwide,2018,admits,Unknown,730
transfer,Systemwide,2019,admits,Unknown,687
transfer,Systemwide,2020,admits,Unknown,1060
transfer,Systemwide,2021,admits,Unknown,561
transfer,Systemwide,2022,admits,Unknown,537
transfer,Systemwide,2023,admits,Unknown,669
transfer,Systemwide,2024,admits,Unknown,698
transfer,Systemwide,2025,admits,Unknown,653
transfer,Systemwide,2017,admits,White,7376
transfer,Systemwide,2018,admits,White,7793
transfer,Systemwide,2019,admits,White,7737
transfer,Systemwide,2020,admits,White,7596
transfer,Systemwide,2021,admits,White,8060
transfer,Systemwide,2022,admits,White,7532
transfer,Systemwide,2023,admits,White,7390
transfer,Systemwide,2024,admits,White,7705
transfer,Systemwide,2025,admits,White,7842
transfer,Systemwide,2017,admits,International,3689
transfer,Systemwide,2018,admits,International,3837
transfer,Systemwide,2019,admits,International,3829
transfer,Systemwide,2020,admits,International,3771
transfer,Systemwide,2021,admits,International,3485
transfer,Systemwide,2022,admits,International,2310
transfer,Systemwide,2023,admits,International,2155
transfer,Systemwide,2024,admits,International,2393
transfer,Systemwide,2025,admits,International,2766
transfer,Systemwide,2017,enrollees,African American,919
transfer,Systemwide,2018,enrollees,African American,981
transfer,Systemwide,2019,enrollees,African American,960
transfer,Systemwide,2020,enrollees,African American,1030
transfer,Systemwide,2021,enrollees,African American,955
transfer,Systemwide,2022,enrollees,African American,952
transfer,Systemwide,2023,enrollees,African American,983
transfer,Systemwide,2024,enrollees,African American,1017
transfer,Systemwide,2025,enrollees,African American,1043
transfer,Systemwide,2017,enrollees,American Indian,126
transfer,Systemwide,2018,enrollees,American Indian,128
transfer,Systemwide,2019,enrollees,American Indian,122
transfer,Systemwide,2020,enrollees,American Indian,125
transfer,Systemwide,2021,enrollees,American Indian,93
transfer,Systemwide,2022,enrollees,American Indian,143
transfer,Systemwide,2023,enrollees,American Indian,169
transfer,Systemwide,2024,enrollees,American Indian,162
transfer,Systemwide,2025,enrollees,American Indian,146
transfer,Systemwide,2017,enrollees,Asian,5209
transfer,Systemwide,2018,enrollees,Asian,5282
transfer,Systemwide,2019,enrollees,Asian,5381
transfer,Systemwide,2020,enrollees,Asian,5923
transfer,Systemwide,2021,enrollees,Asian,6323
transfer,Systemwide,2022,enrollees,Asian,6078
transfer,Systemwide,2023,enrollees,Asian,6211
transfer,Systemwide,2024,enrollees,Asian,6440
transfer,Systemwide,2025,enrollees,Asian,6738
transfer,Systemwide,2017,enrollees,Hispanic/Latino(a),4833
transfer,Systemwide,2018,enrollees,Hispanic/Latino(a),5359
transfer,Systemwide,2019,enrollees,Hispanic/Latino(a),5265
transfer,Systemwide,2020,enrollees,Hispanic/Latino(a),5528
transfer,Systemwide,2021,enrollees,Hispanic/Latino(a),5545
transfer,Systemwide,2022,enrollees,Hispanic/Latino(a),4991
transfer,Systemwide,2023,enrollees,Hispanic/Latino(a),4923
transfer,Systemwide,2024,enrollees,Hispanic/Latino(a),5264
transfer,Systemwide,2025,enrollees,Hispanic/Latino(a),5386
transfer,Systemwide,2017,enrollees,Pacific Islander,64
transfer,Systemwide,2018,enrollees,Pacific Islander,58
transfer,Systemwide,2019,enrollees,Pacific Islander,59
transfer,Systemwide,2020,enrollees,Pacific Islander,56
transfer,Systemwide,2021,enrollees,Pacific Islander,66
transfer,Systemwide,2022,enrollees,Pacific Islander,53
transfer,Systemwide,2023,enrollees,Pacific Islander,39
transfer,Systemwide,2024,enrollees,Pacific Islander,49
transfer,Systemwide,2025,enrollees,Pacific Islander,54
transfer,Systemwide,2017,enrollees,Unknown,532
transfer,Systemwide,2018,enrollees,Unknown,518
transfer,Systemwide,2019,enrollees,Unknown,494
transfer,Systemwide,2020,enrollees,Unknown,752
transfer,Systemwide,2021,enrollees,Unknown,398
transfer,Systemwide,2022,enrollees,Unknown,377
transfer,Systemwide,2023,enrollees,Unknown,483
transfer,Systemwide,2024,enrollees,Unknown,476
transfer,Systemwide,2025,enrollees,Unknown,473
transfer,Systemwide,2017,enrollees,White,5569
transfer,Systemwide,2018,enrollees,White,5758
transfer,Systemwide,2019,enrollees,White,5711
transfer,Systemwide,2020,enrollees,White,5566
transfer,Systemwide,2021,enrollees,White,5599
transfer,Systemwide,2022,enrollees,White,5304
transfer,Systemwide,2023,enrollees,White,5244
transfer,Systemwide,2024,enrollees,White,5405
transfer,Systemwide,2025,enrollees,White,5429
transfer,Systemwide,2017,enrollees,International,2760
transfer,Systemwide,2018,enrollees,International,2931
transfer,Systemwide,2019,enrollees,International,2864
transfer,Systemwide,2020,enrollees,International,2765
transfer,Systemwide,2021,enrollees,International,2530
transfer,Systemwide,2022,enrollees,International,1663
transfer,Systemwide,2023,enrollees,International,1535
transfer,Systemwide,2024,enrollees,International,1658
transfer,Systemwide,2025,enrollees,International,1961
transfer,Berkeley,2017,applicants,African American,983
transfer,Berkeley,2018,applicants,African American,1013
transfer,Berkeley,2019,applicants,African American,1001
transfer,Berkeley,2020,applicants,African American,1103
transfer,Berkeley,2021,applicants,African American,1130
transfer,Berkeley,2022,applicants,African American,1060
transfer,Berkeley,2023,applicants,African American,1098
transfer,Berkeley,2024,applicants,African American,1183
transfer,Berkeley,2025,applicants,African American,1259
transfer,Berkeley,2017,applicants,American Indian,109
transfer,Berkeley,2018,applicants,American Indian,107
transfer,Berkeley,2019,applicants,American Indian,113
transfer,Berkeley,2020,applicants,American Indian,126
transfer,Berkeley,2021,applicants,American Indian,101
transfer,Berkeley,2022,applicants,American Indian,119
transfer,Berkeley,2023,applicants,American Indian,155
transfer,Berkeley,2024,applicants,American Indian,149
transfer,Berkeley,2025,applicants,American Indian,154
transfer,Berkeley,2017,applicants,Asian,4683
transfer,Berkeley,2018,applicants,Asian,4759
transfer,Berkeley,2019,applicants,Asian,5008
transfer,Berkeley,2020,applicants,Asian,5474
transfer,Berkeley,2021,applicants,Asian,6470
transfer,Berkeley,2022,applicants,Asian,5927
transfer,Berkeley,2023,applicants,Asian,6182
transfer,Berkeley,2024,applicants,Asian,6852
transfer,Berkeley,2025,applicants,Asian,7620
transfer,Berkeley,2017,applicants,Hispanic/Latino(a),3871
transfer,Berkeley,2018,applicants,Hispanic/Latino(a),4192
transfer,Berkeley,2019,applicants,Hispanic/Latino(a),4066
transfer,Berkeley,2020,applicants,Hispanic/Latino(a),4548
transfer,Berkeley,2021,applicants,Hispanic/Latino(a),4926
transfer,Berkeley,2022,applicants,Hispanic/Latino(a),4373
transfer,Berkeley,2023,applicants,Hispanic/Latino(a),4237
transfer,Berkeley,2024,applicants,Hispanic/Latino(a),4894
transfer,Berkeley,2025,applicants,Hispanic/Latino(a),5268
transfer,Berkeley,2017,applicants,Pacific Islander,73
transfer,Berkeley,2018,applicants,Pacific Islander,59
transfer,Berkeley,2019,applicants,Pacific Islander,61
transfer,Berkeley,2020,applicants,Pacific Islander,69
transfer,Berkeley,2021,applicants,Pacific Islander,79
transfer,Berkeley,2022,applicants,Pacific Islander,64
transfer,Berkeley,2023,applicants,Pacific Islander,50
transfer,Berkeley,2024,applicants,Pacific Islander,60
transfer,Berkeley,2025,applicants,Pacific Islander,64
transfer,Berkeley,2017,applicants,White,4947
transfer,Berkeley,2018,applicants,White,4977
transfer,Berkeley,2019,applicants,White,4819
transfer,Berkeley,2020,applicants,White,4837
transfer,Berkeley,2021,applicants,White,5333
transfer,Berkeley,2022,applicants,White,4759
transfer,Berkeley,2023,applicants,White,4561
transfer,Berkeley,2024,applicants,White,4838
transfer,Berkeley,2025,applicants,White,5130
transfer,Berkeley,2017,applicants,Unknown,497
transfer,Berkeley,2018,applicants,Unknown,490
transfer,Berkeley,2019,applicants,Unknown,504
transfer,Berkeley,2020,applicants,Unknown,700
transfer,Berkeley,2021,applicants,Unknown,447
transfer,Berkeley,2022,applicants,Unknown,407
transfer,Berkeley,2023,applicants,Unknown,482
transfer,Berkeley,2024,applicants,Unknown,598
transfer,Berkeley,2025,applicants,Unknown,573
transfer,Berkeley,2017,applicants,International,3455
transfer,Berkeley,2018,applicants,International,3597
transfer,Berkeley,2019,applicants,International,3481
transfer,Berkeley,2020,applicants,International,3555
transfer,Berkeley,2021,applicants,International,3696
transfer,Berkeley,2022,applicants,International,2662
transfer,Berkeley,2023,applicants,International,2577
transfer,Berkeley,2024,applicants,International,2939
transfer,Berkeley,2025,applicants,International,3277
transfer,Berkeley,2017,admits,African American,197
transfer,Berkeley,2018,admits,African American,180
transfer,Berkeley,2019,admits,African American,218
transfer,Berkeley,2020,admits,African American,204
transfer,Berkeley,2021,admits,African American,206
transfer,Berkeley,2022,admits,African American,235
transfer,Berkeley,2023,admits,African American,258
transfer,Berkeley,2024,admits,African American,256
transfer,Berkeley,2025,admits,African American,233
transfer,Berkeley,2017,admits,American Indian,19
transfer,Berkeley,2018,admits,American Indian,22
transfer,Berkeley,2019,admits,American Indian,28
transfer,Berkeley,2020,admits,American Indian,33
transfer,Berkeley,2021,admits,American Indian,31
transfer,Berkeley,2022,admits,American Indian,32
transfer,Berkeley,2023,admits,American Indian,44
transfer,Berkeley,2024,admits,American Indian,41
transfer,Berkeley,2025,admits,American Indian,38
transfer,Berkeley,2017,admits,Asian,1116
transfer,Berkeley,2018,admits,Asian,1067
transfer,Berkeley,2019,admits,Asian,1190
transfer,Berkeley,2020,admits,Asian,1129
transfer,Berkeley,2021,admits,Asian,1241
transfer,Berkeley,2022,admits,Asian,1370
transfer,Berkeley,2023,admits,Asian,1597
transfer,Berkeley,2024,admits,Asian,1512
transfer,Berkeley,2025,admits,Asian,1522
transfer,Berkeley,2017,admits,Hispanic/Latino(a),877
transfer,Berkeley,2018,admits,Hispanic/Latino(a),808
transfer,Berkeley,2019,admits,Hispanic/Latino(a),962
transfer,Berkeley,2020,admits,Hispanic/Latino(a),1040
transfer,Berkeley,2021,admits,Hispanic/Latino(a),1124
transfer,Berkeley,2022,admits,Hispanic/Latino(a),1118
transfer,Berkeley,2023,admits,Hispanic/Latino(a),1111
transfer,Berkeley,2024,admits,Hispanic/Latino(a),1223
transfer,Berkeley,2025,admits,Hispanic/Latino(a),1118
transfer,Berkeley,2017,admits,Pacific Islander,7
transfer,Berkeley,2018,admits,Pacific Islander,6
transfer,Berkeley,2019,admits,Pacific Islander,8
transfer,Berkeley,2020,admits,Pacific Islander,10
transfer,Berkeley,2021,admits,Pacific Islander,10
transfer,Berkeley,2022,admits,Pacific Islander,13
transfer,Berkeley,2023,admits,Pacific Islander,5
transfer,Berkeley,2024,admits,Pacific Islander,10
transfer,Berkeley,2025,admits,Pacific Islander,8
transfer,Berkeley,2017,admits,Unknown,114
transfer,Berkeley,2018,admits,Unknown,131
transfer,Berkeley,2019,admits,Unknown,145
transfer,Berkeley,2020,admits,Unknown,154
transfer,Berkeley,2021,admits,Unknown,90
transfer,Berkeley,2022,admits,Unknown,104
transfer,Berkeley,2023,admits,Unknown,149
transfer,Berkeley,2024,admits,Unknown,134
transfer,Berkeley,2025,admits,Unknown,134
transfer,Berkeley,2017,admits,White,1328
transfer,Berkeley,2018,admits,White,1259
transfer,Berkeley,2019,admits,White,1239
transfer,Berkeley,2020,admits,White,1104
transfer,Berkeley,2021,admits,White,1045
transfer,Berkeley,2022,admits,White,1145
transfer,Berkeley,2023,admits,White,1310
transfer,Berkeley,2024,admits,White,1279
transfer,Berkeley,2025,admits,White,1184
transfer,Berkeley,2017,admits,International,657
transfer,Berkeley,2018,admits,International,491
transfer,Berkeley,2019,admits,International,511
transfer,Berkeley,2020,admits,International,492
transfer,Berkeley,2021,admits,International,556
transfer,Berkeley,2022,admits,International,556
transfer,Berkeley,2023,admits,International,600
transfer,Berkeley,2024,admits,International,337
transfer,Berkeley,2025,admits,International,819
transfer,Berkeley,2017,enrollees,African American,127
transfer,Berkeley,2018,enrollees,African American,110
transfer,Berkeley,2019,enrollees,African American,139
transfer,Berkeley,2020,enrollees,African American,114
transfer,Berkeley,2021,enrollees,African American,122
transfer,Berkeley,2022,enrollees,African American,133
transfer,Berkeley,2023,enrollees,African American,146
transfer,Berkeley,2024,enrollees,African American,144
transfer,Berkeley,2025,enrollees,African American,144
transfer,Berkeley,2017,enrollees,American Indian,13
transfer,Berkeley,2018,enrollees,American Indian,12
transfer,Berkeley,2020,enrollees,American Indian,19
transfer,Berkeley,2021,enrollees,American Indian,15
transfer,Berkeley,2022,enrollees,American Indian,13
transfer,Berkeley,2024,enrollees,American Indian,19
transfer,Berkeley,2017,enrollees,Asian,737
transfer,Berkeley,2018,enrollees,Asian,620
transfer,Berkeley,2019,enrollees,Asian,772
transfer,Berkeley,2020,enrollees,Asian,695
transfer,Berkeley,2021,enrollees,Asian,840
transfer,Berkeley,2022,enrollees,Asian,829
transfer,Berkeley,2023,enrollees,Asian,897
transfer,Berkeley,2024,enrollees,Asian,895
transfer,Berkeley,2025,enrollees,Asian,970
transfer,Berkeley,2017,enrollees,Hispanic/Latino(a),515
transfer,Berkeley,2018,enrollees,Hispanic/Latino(a),447
transfer,Berkeley,2019,enrollees,Hispanic/Latino(a),517
transfer,Berkeley,2020,enrollees,Hispanic/Latino(a),570
transfer,Berkeley,2021,enrollees,Hispanic/Latino(a),602
transfer,Berkeley,2022,enrollees,Hispanic/Latino(a),588
transfer,Berkeley,2023,enrollees,Hispanic/Latino(a),553
transfer,Berkeley,2024,enrollees,Hispanic/Latino(a),639
transfer,Berkeley,2025,enrollees,Hispanic/Latino(a),617
transfer,Berkeley,2017,enrollees,Pacific Islander,5
transfer,Berkeley,2018,enrollees,Pacific Islander,5
transfer,Berkeley,2020,enrollees,Pacific Islander,5
transfer,Berkeley,2021,enrollees,Pacific Islander,7
transfer,Berkeley,2022,enrollees,Pacific Islander,11
transfer,Berkeley,2024,enrollees,Pacific Islander,7
transfer,Berkeley,2017,enrollees,Unknown,64
transfer,Berkeley,2018,enrollees,Unknown,82
transfer,Berkeley,2019,enrollees,Unknown,88
transfer,Berkeley,2020,enrollees,Unknown,97
transfer,Berkeley,2021,enrollees,Unknown,61
transfer,Berkeley,2022,enrollees,Unknown,62
transfer,Berkeley,2023,enrollees,Unknown,84
transfer,Berkeley,2024,enrollees,Unknown,74
transfer,Berkeley,2025,enrollees,Unknown,93
transfer,Berkeley,2017,enrollees,White,742
transfer,Berkeley,2018,enrollees,White,663
transfer,Berkeley,2019,enrollees,White,647
transfer,Berkeley,2020,enrollees,White,628
transfer,Berkeley,2021,enrollees,White,584
transfer,Berkeley,2022,enrollees,White,623
transfer,Berkeley,2023,enrollees,White,634
transfer,Berkeley,2024,enrollees,White,679
transfer,Berkeley,2025,enrollees,White,647
transfer,Berkeley,2017,enrollees,International,512
transfer,Berkeley,2018,enrollees,International,389
transfer,Berkeley,2019,enrollees,International,372
transfer,Berkeley,2020,enrollees,International,349
transfer,Berkeley,2021,enrollees,International,417
transfer,Berkeley,2022,enrollees,International,411
transfer,Berkeley,2023,enrollees,International,431
transfer,Berkeley,2024,enrollees,International,234
transfer,Berkeley,2025,enrollees,International,561
transfer,Davis,2017,applicants,African American,830
transfer,Davis,2018,applicants,African American,868
transfer,Davis,2019,applicants,African American,860
transfer,Davis,2020,applicants,African American,912
transfer,Davis,2021,applicants,African American,975
transfer,Davis,2022,applicants,African American,828
transfer,Davis,2023,applicants,African American,830
transfer,Davis,2024,applicants,African American,914
transfer,Davis,2025,applicants,African American,1026
transfer,Davis,2017,applicants,American Indian,118
transfer,Davis,2018,applicants,American Indian,101
transfer,Davis,2019,applicants,American Indian,103
transfer,Davis,2020,applicants,American Indian,104
transfer,Davis,2021,applicants,American Indian,85
transfer,Davis,2022,applicants,American Indian,113
transfer,Davis,2023,applicants,American Indian,131
transfer,Davis,2024,applicants,American Indian,129
transfer,Davis,2025,applicants,American Indian,153
transfer,Davis,2017,applicants,Asian,4707
transfer,Davis,2018,applicants,Asian,4793
transfer,Davis,2019,applicants,Asian,4791
transfer,Davis,2020,applicants,Asian,5126
transfer,Davis,2021,applicants,Asian,5777
transfer,Davis,2022,applicants,Asian,4959
transfer,Davis,2023,applicants,Asian,4943
transfer,Davis,2024,applicants,Asian,5483
transfer,Davis,2025,applicants,Asian,5588
transfer,Davis,2017,applicants,Hispanic/Latino(a),3514
transfer,Davis,2018,applicants,Hispanic/Latino(a),3890
transfer,Davis,2019,applicants,Hispanic/Latino(a),3792
transfer,Davis,2020,applicants,Hispanic/Latino(a),4121
transfer,Davis,2021,applicants,Hispanic/Latino(a),4404
transfer,Davis,2022,applicants,Hispanic/Latino(a),3608
transfer,Davis,2023,applicants,Hispanic/Latino(a),3335
transfer,Davis,2024,applicants,Hispanic/Latino(a),3814
transfer,Davis,2025,applicants,Hispanic/Latino(a),4053
transfer,Davis,2017,applicants,Pacific Islander,63
transfer,Davis,2018,applicants,Pacific Islander,70
transfer,Davis,2019,applicants,Pacific Islander,60
transfer,Davis,2020,applicants,Pacific Islander,72
transfer,Davis,2021,applicants,Pacific Islander,61
transfer,Davis,2022,applicants,Pacific Islander,68
transfer,Davis,2023,applicants,Pacific Islander,41
transfer,Davis,2024,applicants,Pacific Islander,57
transfer,Davis,2025,applicants,Pacific Islander,48
transfer,Davis,2017,applicants,White,4158
transfer,Davis,2018,applicants,White,4460
transfer,Davis,2019,applicants,White,4303
transfer,Davis,2020,applicants,White,4188
transfer,Davis,2021,applicants,White,4617
transfer,Davis,2022,applicants,White,3906
transfer,Davis,2023,applicants,White,3684
transfer,Davis,2024,applicants,White,3903
transfer,Davis,2025,applicants,White,3870
transfer,Davis,2017,applicants,Unknown,454
transfer,Davis,2018,applicants,Unknown,420
transfer,Davis,2019,applicants,Unknown,364
transfer,Davis,2020,applicants,Unknown,571
transfer,Davis,2021,applicants,Unknown,365
transfer,Davis,2022,applicants,Unknown,312
transfer,Davis,2023,applicants,Unknown,370
transfer,Davis,2024,applicants,Unknown,395
transfer,Davis,2025,applicants,Unknown,399
transfer,Davis,2017,applicants,International,2940
transfer,Davis,2018,applicants,International,3021
transfer,Davis,2019,applicants,International,2837
transfer,Davis,2020,applicants,International,2813
transfer,Davis,2021,applicants,International,2481
transfer,Davis,2022,applicants,International,1739
transfer,Davis,2023,applicants,International,1421
transfer,Davis,2024,applicants,International,1783
transfer,Davis,2025,applicants,International,2031
transfer,Davis,2017,admits,African American,407
transfer,Davis,2018,admits,African American,401
transfer,Davis,2019,admits,African American,384
transfer,Davis,2020,admits,African American,399
transfer,Davis,2021,admits,African American,397
transfer,Davis,2022,admits,African American,414
transfer,Davis,2023,admits,African American,447
transfer,Davis,2024,admits,African American,441
transfer,Davis,2025,admits,African American,434
transfer,Davis,2017,admits,American Indian,62
transfer,Davis,2018,admits,American Indian,47
transfer,Davis,2019,admits,American Indian,51
transfer,Davis,2020,admits,American Indian,51
transfer,Davis,2021,admits,American Indian,41
transfer,Davis,2022,admits,American Indian,62
transfer,Davis,2023,admits,American Indian,70
transfer,Davis,2024,admits,American Indian,72
transfer,Davis,2025,admits,American Indian,66
transfer,Davis,2017,admits,Asian,2884
transfer,Davis,2018,admits,Asian,2590
transfer,Davis,2019,admits,Asian,2692
transfer,Davis,2020,admits,Asian,2856
transfer,Davis,2021,admits,Asian,2977
transfer,Davis,2022,admits,Asian,3055
transfer,Davis,2023,admits,Asian,3261
transfer,Davis,2024,admits,Asian,3304
transfer,Davis,2025,admits,Asian,3200
transfer,Davis,2017,admits,Hispanic/Latino(a),2059
transfer,Davis,2018,admits,Hispanic/Latino(a),2020
transfer,Davis,2019,admits,Hispanic/Latino(a),2049
transfer,Davis,2020,admits,Hispanic/Latino(a),2144
transfer,Davis,2021,admits,Hispanic/Latino(a),2036
transfer,Davis,2022,admits,Hispanic/Latino(a),2122
transfer,Davis,2023,admits,Hispanic/Latino(a),2075
transfer,Davis,2024,admits,Hispanic/Latino(a),2178
transfer,Davis,2025,admits,Hispanic/Latino(a),2204
transfer,Davis,2017,admits,Pacific Islander,35
transfer,Davis,2018,admits,Pacific Islander,33
transfer,Davis,2019,admits,Pacific Islander,36
transfer,Davis,2020,admits,Pacific Islander,32
transfer,Davis,2021,admits,Pacific Islander,24
transfer,Davis,2022,admits,Pacific Islander,31
transfer,Davis,2023,admits,Pacific Islander,24
transfer,Davis,2024,admits,Pacific Islander,33
transfer,Davis,2025,admits,Pacific Islander,22
transfer,Davis,2017,admits,Unknown,273
transfer,Davis,2018,admits,Unknown,236
transfer,Davis,2019,admits,Unknown,217
transfer,Davis,2020,admits,Unknown,315
transfer,Davis,2021,admits,Unknown,180
transfer,Davis,2022,admits,Unknown,191
transfer,Davis,2023,admits,Unknown,261
transfer,Davis,2024,admits,Unknown,217
transfer,Davis,2025,admits,Unknown,214
transfer,Davis,2017,admits,White,2622
transfer,Davis,2018,admits,White,2553
transfer,Davis,2019,admits,White,2486
transfer,Davis,2020,admits,White,2355
transfer,Davis,2021,admits,White,2346
transfer,Davis,2022,admits,White,2312
transfer,Davis,2023,admits,White,2425
transfer,Davis,2024,admits,White,2367
transfer,Davis,2025,admits,White,2286
transfer,Davis,2017,admits,International,1902
transfer,Davis,2018,admits,International,1842
transfer,Davis,2019,admits,International,1818
transfer,Davis,2020,admits,International,1777
transfer,Davis,2021,admits,International,1453
transfer,Davis,2022,admits,International,858
transfer,Davis,2023,admits,International,926
transfer,Davis,2024,admits,International,994
transfer,Davis,2025,admits,International,1257
transfer,Davis,2017,enrollees,African American,150
transfer,Davis,2018,enrollees,African American,134
transfer,Davis,2019,enrollees,African American,147
transfer,Davis,2020,enrollees,African American,141
transfer,Davis,2021,enrollees,African American,139
transfer,Davis,2022,enrollees,African American,132
transfer,Davis,2023,enrollees,African American,124
transfer,Davis,2024,enrollees,African American,127
transfer,Davis,2025,enrollees,African American,148
transfer,Davis,2017,enrollees,American Indian,34
transfer,Davis,2018,enrollees,American Indian,16
transfer,Davis,2019,enrollees,American Indian,18
transfer,Davis,2020,enrollees,American Indian,10
transfer,Davis,2021,enrollees,American Indian,6
transfer,Davis,2022,enrollees,American Indian,16
transfer,Davis,2023,enrollees,American Indian,24
transfer,Davis,2024,enrollees,American Indian,27
transfer,Davis,2025,enrollees,American Indian,24
transfer,Davis,2017,enrollees,Asian,929
transfer,Davis,2018,enrollees,Asian,878
transfer,Davis,2019,enrollees,Asian,878
transfer,Davis,2020,enrollees,Asian,968
transfer,Davis,2021,enrollees,Asian,964
transfer,Davis,2022,enrollees,Asian,890
transfer,Davis,2023,enrollees,Asian,873
transfer,Davis,2024,enrollees,Asian,919
transfer,Davis,2025,enrollees,Asian,888
transfer,Davis,2017,enrollees,Hispanic/Latino(a),754
transfer,Davis,2018,enrollees,Hispanic/Latino(a),678
transfer,Davis,2019,enrollees,Hispanic/Latino(a),734
transfer,Davis,2020,enrollees,Hispanic/Latino(a),702
transfer,Davis,2021,enrollees,Hispanic/Latino(a),718
transfer,Davis,2022,enrollees,Hispanic/Latino(a),645
transfer,Davis,2023,enrollees,Hispanic/Latino(a),655
transfer,Davis,2024,enrollees,Hispanic/Latino(a),634
transfer,Davis,2025,enrollees,Hispanic/Latino(a),682
transfer,Davis,2017,enrollees,Pacific Islander,15
transfer,Davis,2018,enrollees,Pacific Islander,13
transfer,Davis,2019,enrollees,Pacific Islander,17
transfer,Davis,2020,enrollees,Pacific Islander,14
transfer,Davis,2021,enrollees,Pacific Islander,11
transfer,Davis,2022,enrollees,Pacific Islander,14
transfer,Davis,2023,enrollees,Pacific Islander,7
transfer,Davis,2024,enrollees,Pacific Islander,10
transfer,Davis,2025,enrollees,Pacific Islander,8
transfer,Davis,2017,enrollees,Unknown,76
transfer,Davis,2018,enrollees,Unknown,79
transfer,Davis,2019,enrollees,Unknown,58
