entrant_level,campus,fall_term,count_category,ethnicity,n
freshman,San Diego,2020,enrollees,Pacific Islander,7
freshman,San Diego,2021,enrollees,Pacific Islander,14
freshman,San Diego,2022,enrollees,Pacific Islander,11
freshman,San Diego,2023,enrollees,Pacific Islander,8
freshman,San Diego,2024,enrollees,Pacific Islander,11
freshman,San Diego,2025,enrollees,Pacific Islander,15
freshman,San Diego,2017,enrollees,White,1024
freshman,San Diego,2018,enrollees,White,1179
freshman,San Diego,2019,enrollees,White,1053
freshman,San Diego,2020,enrollees,White,1080
freshman,San Diego,2021,enrollees,White,1457
freshman,San Diego,2022,enrollees,White,969
freshman,San Diego,2023,enrollees,White,1070
freshman,San Diego,2024,enrollees,White,1025
freshman,San Diego,2025,enrollees,White,1053
freshman,San Diego,2017,enrollees,Unknown,126
freshman,San Diego,2018,enrollees,Unknown,178
freshman,San Diego,2019,enrollees,Unknown,130
freshman,San Diego,2020,enrollees,Unknown,192
freshman,San Diego,2021,enrollees,Unknown,193
freshman,San Diego,2022,enrollees,Unknown,132
freshman,San Diego,2023,enrollees,Unknown,156
freshman,San Diego,2024,enrollees,Unknown,205
freshman,San Diego,2025,enrollees,Unknown,209
freshman,San Diego,2017,enrollees,International,992
freshman,San Diego,2018,enrollees,International,1107
freshman,San Diego,2019,enrollees,International,984
freshman,San Diego,2020,enrollees,International,1110
freshman,San Diego,2021,enrollees,International,1109
freshman,San Diego,2022,enrollees,International,602
freshman,San Diego,2023,enrollees,International,679
freshman,San Diego,2024,enrollees,International,820
freshman,San Diego,2025,enrollees,International,1435
freshman,Santa Barbara,2017,applicants,African American,3658
freshman,Santa Barbara,2018,applicants,African American,4168
freshman,Santa Barbara,2019,applicants,African American,4148
freshman,Santa Barbara,2020,applicants,African American,3962
freshman,Santa Barbara,2021,applicants,African American,5093
freshman,Santa Barbara,2022,applicants,African American,5063
freshman,Santa Barbara,2023,applicants,African American,5080
freshman,Santa Barbara,2024,applicants,African American,5346
freshman,Santa Barbara,2025,applicants,African American,5199
freshman,Santa Barbara,2017,applicants,American Indian,448
freshman,Santa Barbara,2018,applicants,American Indian,447
freshman,Santa Barbara,2019,applicants,American Indian,375
freshman,Santa Barbara,2020,applicants,American Indian,399
freshman,Santa Barbara,2021,applicants,American Indian,416
freshman,Santa Barbara,2022,applicants,American Indian,606
freshman,Santa Barbara,2023,applicants,American Indian,634
freshman,Santa Barbara,2024,applicants,American Indian,662
freshman,Santa Barbara,2025,applicants,American Indian,640
freshman,Santa Barbara,2017,applicants,Asian,20426
freshman,Santa Barbara,2018,applicants,Asian,24592
freshman,Santa Barbara,2019,applicants,Asian,25670
freshman,Santa Barbara,2020,applicants,Asian,25525
freshman,Santa Barbara,2021,applicants,Asian,29157
freshman,Santa Barbara,2022,applicants,Asian,32492
freshman,Santa Barbara,2023,applicants,Asian,33304
freshman,Santa Barbara,2024,applicants,Asian,33255
freshman,Santa Barbara,2025,applicants,Asian,33094
freshman,Santa Barbara,2017,applicants,Hispanic/Latino(a),20232
freshman,Santa Barbara,2018,applicants,Hispanic/Latino(a),22783
freshman,Santa Barbara,2019,applicants,Hispanic/Latino(a),22330
freshman,Santa Barbara,2020,applicants,Hispanic/Latino(a),21195
freshman,Santa Barbara,2021,applicants,Hispanic/Latino(a),23953
freshman,Santa Barbara,2022,applicants,Hispanic/Latino(a),23836
freshman,Santa Barbara,2023,applicants,Hispanic/Latino(a),25243
freshman,Santa Barbara,2024,applicants,Hispanic/Latino(a),25117
freshman,Santa Barbara,2025,applicants,Hispanic/Latino(a),24852
freshman,Santa Barbara,2017,applicants,Pacific Islander,210
freshman,Santa Barbara,2018,applicants,Pacific Islander,254
freshman,Santa Barbara,2019,applicants,Pacific Islander,225
freshman,Santa Barbara,2020,applicants,Pacific Islander,205
freshman,Santa Barbara,2021,applicants,Pacific Islander,260
freshman,Santa Barbara,2022,applicants,Pacific Islander,252
freshman,Santa Barbara,2023,applicants,Pacific Islander,266
freshman,Santa Barbara,2024,applicants,Pacific Islander,228
freshman,Santa Barbara,2025,applicants,Pacific Islander,255
freshman,Santa Barbara,2017,applicants,White,20075
freshman,Santa Barbara,2018,applicants,White,21340
freshman,Santa Barbara,2019,applicants,White,21185
freshman,Santa Barbara,2020,applicants,White,20226
freshman,Santa Barbara,2021,applicants,White,26333
freshman,Santa Barbara,2022,applicants,White,26849
freshman,Santa Barbara,2023,applicants,White,25681
freshman,Santa Barbara,2024,applicants,White,24431
freshman,Santa Barbara,2025,applicants,White,23501
freshman,Santa Barbara,2017,applicants,Unknown,2234
freshman,Santa Barbara,2018,applicants,Unknown,2671
freshman,Santa Barbara,2019,applicants,Unknown,2435
freshman,Santa Barbara,2020,applicants,Unknown,2801
freshman,Santa Barbara,2021,applicants,Unknown,2860
freshman,Santa Barbara,2022,applicants,Unknown,2963
freshman,Santa Barbara,2023,applicants,Unknown,3148
freshman,Santa Barbara,2024,applicants,Unknown,4037
freshman,Santa Barbara,2025,applicants,Unknown,3988
freshman,Santa Barbara,2017,applicants,International,14541
freshman,Santa Barbara,2018,applicants,International,16051
freshman,Santa Barbara,2019,applicants,International,17078
freshman,Santa Barbara,2020,applicants,International,16648
freshman,Santa Barbara,2021,applicants,International,17559
freshman,Santa Barbara,2022,applicants,International,18934
freshman,Santa Barbara,2023,applicants,International,17515
freshman,Santa Barbara,2024,applicants,International,17183
freshman,Santa Barbara,2025,applicants,International,18644
freshman,Santa Barbara,2017,admits,African American,1049
freshman,Santa Barbara,2018,admits,African American,997
freshman,Santa Barbara,2019,admits,African American,897
freshman,Santa Barbara,2020,admits,African American,1064
freshman,Santa Barbara,2021,admits,African American,1224
freshman,Santa Barbara,2022,admits,African American,1185
freshman,Santa Barbara,2023,admits,African American,1263
freshman,Santa Barbara,2024,admits,African American,1258
freshman,Santa Barbara,2025,admits,African American,1225
freshman,Santa Barbara,2017,admits,American Indian,190
freshman,Santa Barbara,2018,admits,American Indian,172
freshman,Santa Barbara,2019,admits,American Indian,132
freshman,Santa Barbara,2020,admits,American Indian,141
freshman,Santa Barbara,2021,admits,American Indian,106
freshman,Santa Barbara,2022,admits,American Indian,174
freshman,Santa Barbara,2023,admits,American Indian,224
freshman,Santa Barbara,2024,admits,American Indian,166
freshman,Santa Barbara,2025,admits,American Indian,208
freshman,Santa Barbara,2017,admits,Asian,7916
freshman,Santa Barbara,2018,admits,Asian,8955
freshman,Santa Barbara,2019,admits,Asian,8321
freshman,Santa Barbara,2020,admits,Asian,11268
freshman,Santa Barbara,2021,admits,Asian,9360
freshman,Santa Barbara,2022,admits,Asian,9677
freshman,Santa Barbara,2023,admits,Asian,10359
freshman,Santa Barbara,2024,admits,Asian,12026
freshman,Santa Barbara,2025,admits,Asian,13097
freshman,Santa Barbara,2017,admits,Hispanic/Latino(a),5099
freshman,Santa Barbara,2018,admits,Hispanic/Latino(a),5617
freshman,Santa Barbara,2019,admits,Hispanic/Latino(a),5253
freshman,Santa Barbara,2020,admits,Hispanic/Latino(a),5931
freshman,Santa Barbara,2021,admits,Hispanic/Latino(a),6596
freshman,Santa Barbara,2022,admits,Hispanic/Latino(a),6537
freshman,Santa Barbara,2023,admits,Hispanic/Latino(a),7217
freshman,Santa Barbara,2024,admits,Hispanic/Latino(a),7777
freshman,Santa Barbara,2025,admits,Hispanic/Latino(a),7667
freshman,Santa Barbara,2017,admits,Pacific Islander,58
freshman,Santa Barbara,2018,admits,Pacific Islander,59
freshman,Santa Barbara,2019,admits,Pacific Islander,57
freshman,Santa Barbara,2020,admits,Pacific Islander,56
freshman,Santa Barbara,2021,admits,Pacific Islander,62
freshman,Santa Barbara,2022,admits,Pacific Islander,50
freshman,Santa Barbara,2023,admits,Pacific Islander,59
freshman,Santa Barbara,2024,admits,Pacific Islander,52
freshman,Santa Barbara,2025,admits,Pacific Islander,91
freshman,Santa Barbara,2017,admits,White,7108
freshman,Santa Barbara,2018,admits,White,7409
freshman,Santa Barbara,2019,admits,White,6220
freshman,Santa Barbara,2020,admits,White,8366
freshman,Santa Barbara,2021,admits,White,7644
freshman,Santa Barbara,2022,admits,White,6396
freshman,Santa Barbara,2023,admits,White,6843
freshman,Santa Barbara,2024,admits,White,8175
freshman,Santa Barbara,2025,admits,White,8976
freshman,Santa Barbara,2017,admits,Unknown,922
freshman,Santa Barbara,2018,admits,Unknown,1043
freshman,Santa Barbara,2019,admits,Unknown,880
freshman,Santa Barbara,2020,admits,Unknown,1310
freshman,Santa Barbara,2021,admits,Unknown,1019
freshman,Santa Barbara,2022,admits,Unknown,942
freshman,Santa Barbara,2023,admits,Unknown,1070
freshman,Santa Barbara,2024,admits,Unknown,1706
freshman,Santa Barbara,2025,admits,Unknown,1945
freshman,Santa Barbara,2017,admits,International,4503
freshman,Santa Barbara,2018,admits,International,5472
freshman,Santa Barbara,2019,admits,International,5866
freshman,Santa Barbara,2020,admits,International,5248
freshman,Santa Barbara,2021,admits,International,4812
freshman,Santa Barbara,2022,admits,International,3727
freshman,Santa Barbara,2023,admits,International,3769
freshman,Santa Barbara,2024,admits,International,5187
freshman,Santa Barbara,2025,admits,International,8885
freshman,Santa Barbara,2017,enrollees,African American,244
freshman,Santa Barbara,2018,enrollees,African American,189
freshman,Santa Barbara,2019,enrollees,African American,185
freshman,Santa Barbara,2020,enrollees,African American,167
freshman,Santa Barbara,2021,enrollees,African American,177
freshman,Santa Barbara,2022,enrollees,African American,229
freshman,Santa Barbara,2023,enrollees,African American,218
freshman,Santa Barbara,2024,enrollees,African American,207
freshman,Santa Barbara,2025,enrollees,African American,150
freshman,Santa Barbara,2017,enrollees,American Indian,47
freshman,Santa Barbara,2018,enrollees,American Indian,46
freshman,Santa Barbara,2019,enrollees,American Indian,31
freshman,Santa Barbara,2020,enrollees,American Indian,29
freshman,Santa Barbara,2021,enrollees,American Indian,13
freshman,Santa Barbara,2023,enrollees,American Indian,49
freshman,Santa Barbara,2024,enrollees,American Indian,26
freshman,Santa Barbara,2025,enrollees,American Indian,27
freshman,Santa Barbara,2017,enrollees,Asian,1114
freshman,Santa Barbara,2018,enrollees,Asian,1352
freshman,Santa Barbara,2019,enrollees,Asian,1173
freshman,Santa Barbara,2020,enrollees,Asian,1353
freshman,Santa Barbara,2021,enrollees,Asian,1201
freshman,Santa Barbara,2022,enrollees,Asian,1409
freshman,Santa Barbara,2023,enrollees,Asian,1349
freshman,Santa Barbara,2024,enrollees,Asian,1305
freshman,Santa Barbara,2025,enrollees,Asian,1136
freshman,Santa Barbara,2017,enrollees,Hispanic/Latino(a),1086
freshman,Santa Barbara,2018,enrollees,Hispanic/Latino(a),1302
freshman,Santa Barbara,2019,enrollees,Hispanic/Latino(a),1177
freshman,Santa Barbara,2020,enrollees,Hispanic/Latino(a),1133
freshman,Santa Barbara,2021,enrollees,Hispanic/Latino(a),1179
freshman,Santa Barbara,2022,enrollees,Hispanic/Latino(a),1250
freshman,Santa Barbara,2023,enrollees,Hispanic/Latino(a),1364
freshman,Santa Barbara,2024,enrollees,Hispanic/Latino(a),1358
freshman,Santa Barbara,2025,enrollees,Hispanic/Latino(a),1391
freshman,Santa Barbara,2017,enrollees,Pacific Islander,17
freshman,Santa Barbara,2018,enrollees,Pacific Islander,9
freshman,Santa Barbara,2019,enrollees,Pacific Islander,14
freshman,Santa Barbara,2020,enrollees,Pacific Islander,10
freshman,Santa Barbara,2021,enrollees,Pacific Islander,10
freshman,Santa Barbara,2023,enrollees,Pacific Islander,9
freshman,Santa Barbara,2024,enrollees,Pacific Islander,5
freshman,Santa Barbara,2025,enrollees,Pacific Islander,21
freshman,Santa Barbara,2017,enrollees,White,1363
freshman,Santa Barbara,2018,enrollees,White,1360
freshman,Santa Barbara,2019,enrollees,White,1321
freshman,Santa Barbara,2020,enrollees,White,1570
freshman,Santa Barbara,2021,enrollees,White,1521
freshman,Santa Barbara,2022,enrollees,White,1299
freshman,Santa Barbara,2023,enrollees,White,1388
freshman,Santa Barbara,2024,enrollees,White,1489
freshman,Santa Barbara,2025,enrollees,White,1565
freshman,Santa Barbara,2017,enrollees,Unknown,115
freshman,Santa Barbara,2018,enrollees,Unknown,112
freshman,Santa Barbara,2019,enrollees,Unknown,86
freshman,Santa Barbara,2020,enrollees,Unknown,158
freshman,Santa Barbara,2021,enrollees,Unknown,143
freshman,Santa Barbara,2022,enrollees,Unknown,127
freshman,Santa Barbara,2023,enrollees,Unknown,122
freshman,Santa Barbara,2024,enrollees,Unknown,165
freshman,Santa Barbara,2025,enrollees,Unknown,153
freshman,Santa Barbara,2017,enrollees,International,553
freshman,Santa Barbara,2018,enrollees,International,724
freshman,Santa Barbara,2019,enrollees,International,948
freshman,Santa Barbara,2020,enrollees,International,427
freshman,Santa Barbara,2021,enrollees,International,654
freshman,Santa Barbara,2022,enrollees,International,596
freshman,Santa Barbara,2023,enrollees,International,545
freshman,Santa Barbara,2024,enrollees,International,453
freshman,Santa Barbara,2025,enrollees,International,638
freshman,Santa Cruz,2017,applicants,African American,2562
freshman,Santa Cruz,2018,applicants,African American,2683
freshman,Santa Cruz,2019,applicants,African American,2598
freshman,Santa Cruz,2020,applicants,African American,2595
freshman,Santa Cruz,2021,applicants,African American,3308
freshman,Santa Cruz,2022,applicants,African American,3351
freshman,Santa Cruz,2023,applicants,African American,3342
freshman,Santa Cruz,2024,applicants,African American,3858
freshman,Santa Cruz,2025,applicants,African American,3424
freshman,Santa Cruz,2017,applicants,American Indian,307
freshman,Santa Cruz,2018,applicants,American Indian,285
freshman,Santa Cruz,2019,applicants,American Indian,237
freshman,Santa Cruz,2020,applicants,American Indian,248
freshman,Santa Cruz,2021,applicants,American Indian,265
freshman,Santa Cruz,2022,applicants,American Indian,407
freshman,Santa Cruz,2023,applicants,American Indian,451
freshman,Santa Cruz,2024,applicants,American Indian,467
freshman,Santa Cruz,2025,applicants,American Indian,458
freshman,Santa Cruz,2017,applicants,Asian,13391
freshman,Santa Cruz,2018,applicants,Asian,15067
freshman,Santa Cruz,2019,applicants,Asian,15133
freshman,Santa Cruz,2020,applicants,Asian,15312
freshman,Santa Cruz,2021,applicants,Asian,17512
freshman,Santa Cruz,2022,applicants,Asian,19806
freshman,Santa Cruz,2023,applicants,Asian,21152
freshman,Santa Cruz,2024,applicants,Asian,21853
freshman,Santa Cruz,2025,applicants,Asian,20581
freshman,Santa Cruz,2017,applicants,Hispanic/Latino(a),16570
freshman,Santa Cruz,2018,applicants,Hispanic/Latino(a),17298
freshman,Santa Cruz,2019,applicants,Hispanic/Latino(a),16418
freshman,Santa Cruz,2020,applicants,Hispanic/Latino(a),16122
freshman,Santa Cruz,2021,applicants,Hispanic/Latino(a),17437
freshman,Santa Cruz,2022,applicants,Hispanic/Latino(a),18313
freshman,Santa Cruz,2023,applicants,Hispanic/Latino(a),19125
freshman,Santa Cruz,2024,applicants,Hispanic/Latino(a),20623
freshman,Santa Cruz,2025,applicants,Hispanic/Latino(a),18378
