high_school,fall_term,applicants,admits,enrollees,admit_rate,yield_rate,city,county,cde_district,cds_code,school_type,charter,cohort_students,graduates,grad_rate,ag_completers,ag_completion_rate,hs_completers,college_going_rate,enrolled_uc,enrolled_csu,enrolled_ccc,enrolled_in_state_private,enrolled_out_of_state,enrollment_k12,frpm_count,frpm_pct,caaspp_ela_mean_score,caaspp_mathematics_mean_score,caaspp_ela_pct_met,caaspp_mathematics_pct_met
ROSELAND UNIVERSITY PREP,2022,37.0,28.0,14.0,0.7567567567567568,0.5,Santa Rosa,Sonoma,,,,,,,,,,,,,,,,,,,,,,,
ROSELAND UNIVERSITY PREP,2023,35.0,28.0,19.0,0.8,0.6785714285714286,Santa Rosa,Sonoma,,,,,,,,,,,,,,,,,,,,,,,
ROSELAND UNIVERSITY PREP,2024,33.0,21.0,10.0,0.6363636363636364,0.47619047619047616,Santa Rosa,Sonoma,,,,,,,,,,,,,,,,,,,,,,,
ROSELAND UNIVERSITY PREP,2025,21.0,17.0,12.0,0.8095238095238095,0.7058823529411765,Santa Rosa,Sonoma,,,,,,,,,,,,,,,,,,,,,,,
RUTH ASAWA SCHOOL OF THE ARTS,2005,41.0,33.0,16.0,0.8048780487804879,0.48484848484848486,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,,,,,,,,,,,,,,,,,,,
RUTH ASAWA SCHOOL OF THE ARTS,2006,51.0,45.0,25.0,0.8823529411764706,0.5555555555555556,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,,,,,,,,,,,,,,,,,,,
RUTH ASAWA SCHOOL OF THE ARTS,2007,66.0,62.0,33.0,0.9393939393939394,0.532258064516129,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,,,,,,,,,,,,,,,,,,,
RUTH ASAWA SCHOOL OF THE ARTS,2008,60.0,51.0,29.0,0.85,0.5686274509803921,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,,,,,,,,,,,,,,,,,,,
RUTH ASAWA SCHOOL OF THE ARTS,2009,83.0,71.0,30.0,0.8554216867469879,0.4225352112676056,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,,,,,,,,,,,,,,,,,,,
RUTH ASAWA SCHOOL OF THE ARTS,2010,77.0,66.0,34.0,0.8571428571428571,0.5151515151515151,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,,,,,,,,,,,,,,,,,,,
RUTH ASAWA SCHOOL OF THE ARTS,2011,78.0,59.0,36.0,0.7564102564102564,0.6101694915254238,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,,,,,,,,,,,,,,,,,,,
RUTH ASAWA SCHOOL OF THE ARTS,2012,73.0,54.0,23.0,0.7397260273972602,0.42592592592592593,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,,,,,,,,,,,,,,,,,,,
RUTH ASAWA SCHOOL OF THE ARTS,2013,42.0,27.0,13.0,0.6428571428571429,0.48148148148148145,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,,,,,,,,,,,,,,,,,,,
RUTH ASAWA SCHOOL OF THE ARTS,2014,89.0,65.0,34.0,0.7303370786516854,0.5230769230769231,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,,,,,,,,,,,,,619.0,,,,,,
RUTH ASAWA SCHOOL OF THE ARTS,2015,62.0,42.0,18.0,0.6774193548387096,0.42857142857142855,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,,,,,,140.0,77.1,14.0,16.0,19.0,5.0,54.0,624.0,167.0,0.2676282051282051,,,,
RUTH ASAWA SCHOOL OF THE ARTS,2016,62.0,40.0,19.0,0.6451612903225806,0.475,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,,,,,,130.0,75.4,18.0,13.0,25.0,13.0,29.0,614.0,128.0,0.2084690553745928,2666.5,2631.5,87.0,55.0
RUTH ASAWA SCHOOL OF THE ARTS,2017,80.0,51.0,21.0,0.6375,0.4117647058823529,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,146.0,136.0,93.2,110.0,80.9,137.0,83.2,20.0,22.0,22.0,11.0,39.0,664.0,137.0,0.2063253012048193,2675.5,2649.0,87.0,67.0
RUTH ASAWA SCHOOL OF THE ARTS,2018,87.0,42.0,23.0,0.4827586206896552,0.5476190476190477,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,151.0,138.0,91.4,98.0,71.0,141.0,85.8,22.0,22.0,25.0,9.0,43.0,756.0,178.0,0.2354497354497354,2686.4,2656.2,88.15,63.91
RUTH ASAWA SCHOOL OF THE ARTS,2019,76.0,62.0,40.0,0.8157894736842105,0.6451612903225806,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,155.0,149.0,96.1,126.0,84.6,149.0,81.9,37.0,10.0,24.0,11.0,40.0,795.0,148.0,0.1861635220125786,2637.9,2664.0,69.57,67.63
RUTH ASAWA SCHOOL OF THE ARTS,2020,118.0,92.0,49.0,0.7796610169491526,0.532608695652174,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,190.0,186.0,97.9,170.0,91.4,188.0,78.7,39.0,24.0,31.0,8.0,46.0,809.0,156.0,0.1928306551297898,2636.6,2626.3,68.85,54.71
RUTH ASAWA SCHOOL OF THE ARTS,2021,136.0,95.0,44.0,0.6985294117647058,0.4631578947368421,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,205.0,199.0,97.1,182.0,91.5,197.0,84.3,40.0,29.0,23.0,13.0,61.0,776.0,155.0,0.1997422680412371,,,,
RUTH ASAWA SCHOOL OF THE ARTS,2022,107.0,67.0,31.0,0.6261682242990654,0.4626865671641791,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,185.0,179.0,96.8,148.0,82.7,180.0,79.4,27.0,25.0,28.0,13.0,50.0,,,,,,,
RUTH ASAWA SCHOOL OF THE ARTS,2023,127.0,88.0,40.0,0.6929133858267716,0.45454545454545453,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,169.0,165.0,97.6,147.0,89.1,167.0,88.0,36.0,27.0,19.0,14.0,51.0,679.0,127.0,0.187039764359352,2691.7,2650.0,88.39,62.12
RUTH ASAWA SCHOOL OF THE ARTS,2024,108.0,72.0,42.0,0.6666666666666666,0.5833333333333334,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,175.0,165.0,94.3,138.0,83.6,,,,,,,,680.0,124.0,0.1823529411764705,2666.8,2628.3,84.17,52.76
RUTH ASAWA SCHOOL OF THE ARTS,2025,128.0,102.0,53.0,0.796875,0.5196078431372549,San Francisco,San Francisco,San Francisco Unified,38684783830387,Alternative Schools of Choice,False,181.0,175.0,96.7,153.0,87.4,,,,,,,,680.0,151.0,0.2220588235294117,2674.1,2647.8,83.78,59.42
SAINT HELENA HIGH SCHOOL,2005,28.0,26.0,9.0,0.9285714285714286,0.34615384615384615,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAINT HELENA HIGH SCHOOL,2006,23.0,23.0,11.0,1.0,0.4782608695652174,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAINT HELENA HIGH SCHOOL,2007,27.0,25.0,11.0,0.9259259259259259,0.44,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAINT HELENA HIGH SCHOOL,2008,30.0,28.0,12.0,0.9333333333333333,0.42857142857142855,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAINT HELENA HIGH SCHOOL,2009,17.0,11.0,5.0,0.6470588235294118,0.45454545454545453,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAINT HELENA HIGH SCHOOL,2010,25.0,23.0,7.0,0.92,0.30434782608695654,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAINT HELENA HIGH SCHOOL,2011,23.0,16.0,5.0,0.6956521739130435,0.3125,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAINT HELENA HIGH SCHOOL,2012,25.0,14.0,6.0,0.56,0.42857142857142855,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAINT HELENA HIGH SCHOOL,2013,22.0,11.0,6.0,0.5,0.5454545454545454,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAINT HELENA HIGH SCHOOL,2014,30.0,11.0,10.0,0.36666666666666664,0.9090909090909091,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,,,,,,,,,,,,,503.0,,,,,,
SAINT HELENA HIGH SCHOOL,2015,28.0,13.0,4.0,0.4642857142857143,0.3076923076923077,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,,,,,,118.0,73.7,4.0,17.0,45.0,4.0,17.0,507.0,185.0,0.3648915187376725,,,,
SAINT HELENA HIGH SCHOOL,2016,24.0,14.0,6.0,0.5833333333333334,0.42857142857142855,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,,,,,,121.0,81.0,6.0,19.0,53.0,3.0,17.0,475.0,149.0,0.3136842105263158,2661.8,2596.8,86.0,40.0
SAINT HELENA HIGH SCHOOL,2017,24.0,13.0,7.0,0.5416666666666666,0.5384615384615384,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,119.0,109.0,91.6,48.0,44.0,109.0,79.8,6.0,15.0,50.0,7.0,9.0,469.0,44.0,0.0938166311300639,2669.4,2609.0,87.0,48.0
SAINT HELENA HIGH SCHOOL,2018,23.0,13.0,7.0,0.5652173913043478,0.5384615384615384,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,101.0,95.0,94.1,54.0,56.8,95.0,80.0,7.0,18.0,34.0,0.0,17.0,467.0,156.0,0.3340471092077088,2688.9,2627.5,90.0,50.0
SAINT HELENA HIGH SCHOOL,2019,35.0,17.0,12.0,0.4857142857142857,0.7058823529411765,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,121.0,109.0,90.1,58.0,53.2,110.0,85.5,12.0,18.0,38.0,4.0,22.0,497.0,170.0,0.3420523138832998,2689.6,2601.3,92.66,42.73
SAINT HELENA HIGH SCHOOL,2020,25.0,16.0,8.0,0.64,0.5,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,112.0,104.0,92.9,50.0,48.1,106.0,76.4,8.0,7.0,46.0,4.0,16.0,482.0,180.0,0.3734439834024896,2676.8,2605.0,87.27,42.2
SAINT HELENA HIGH SCHOOL,2021,35.0,17.0,9.0,0.4857142857142857,0.5294117647058824,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,117.0,102.0,87.2,67.0,65.7,101.0,77.2,10.0,12.0,38.0,2.0,16.0,480.0,176.0,0.3666666666666666,,,,
SAINT HELENA HIGH SCHOOL,2022,27.0,17.0,13.0,0.6296296296296297,0.7647058823529411,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,120.0,111.0,92.5,59.0,53.2,112.0,77.7,10.0,7.0,53.0,3.0,14.0,,,,2670.9,2580.6,82.69,31.73
SAINT HELENA HIGH SCHOOL,2023,25.0,16.0,6.0,0.64,0.375,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,115.0,105.0,91.3,54.0,51.4,105.0,74.3,6.0,10.0,46.0,2.0,14.0,443.0,148.0,0.3340857787810384,2652.5,2571.6,74.55,30.91
SAINT HELENA HIGH SCHOOL,2024,26.0,20.0,7.0,0.7692307692307693,0.35,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,116.0,112.0,96.6,57.0,50.9,,,,,,,,421.0,134.0,0.3182897862232779,2650.6,2574.2,75.86,34.19
SAINT HELENA HIGH SCHOOL,2025,27.0,20.0,6.0,0.7407407407407407,0.3,Saint Helena,Napa,Saint Helena Unified,28662902837102,High Schools (Public),False,99.0,93.0,93.9,56.0,60.2,,,,,,,,416.0,153.0,0.3677884615384615,2639.3,2577.5,68.09,37.89
SAN FRANCISCO FLEX ACADEMY,2013,7.0,3,,0.42857142857142855,,San Francisco,San Francisco,,,,,,,,,,,,,,,,,,,,,,,
SAN FRANCISCO FLEX ACADEMY,2014,6.0,4,,0.6666666666666666,,San Francisco,San Francisco,,,,,,,,,,,,,,,,,,,,,,,
SAN FRANCISCO FLEX ACADEMY,2015,5.0,,,,,San Francisco,San Francisco,,,,,,,,,,,,,,,,,,,,,,,
SAN FRANCISCO INTERNATIONAL HS,2013,28.0,13.0,9.0,0.4642857142857143,0.6923076923076923,San Francisco,San Francisco,,,,,,,,,,,,,,,,,,,,,,,
SAN FRANCISCO INTERNATIONAL HS,2014,41.0,20.0,11.0,0.4878048780487805,0.55,San Francisco,San Francisco,,,,,,,,,,,,,,,,,,,,,,,
SAN FRANCISCO INTERNATIONAL HS,2015,39.0,20.0,12.0,0.5128205128205128,0.6,San Francisco,San Francisco,,,,,,,,,,,,,,,,,,,,,,,
SAN FRANCISCO INTERNATIONAL HS,2016,26.0,11.0,3.0,0.4230769230769231,0.2727272727272727,San Francisco,San Francisco,,,,,,,,,,,,,,,,,,,,,,,
SAN FRANCISCO INTERNATIONAL HS,2017,19.0,12.0,4.0,0.631578947368421,0.3333333333333333,San Francisco,San Francisco,,,,,,,,,,,,,,,,,,,,,,,
SAN FRANCISCO INTERNATIONAL HS,2018,20.0,9.0,5.0,0.45,0.5555555555555556,San Francisco,San Francisco,,,,,,,,,,,,,,,,,,,,,,,
SAN FRANCISCO INTERNATIONAL HS,2019,26.0,14.0,9.0,0.5384615384615384,0.6428571428571429,San Francisco,San Francisco,,,,,,,,,,,,,,,,,,,,,,,
SAN FRANCISCO INTERNATIONAL HS,2020,16.0,12.0,4.0,0.75,0.3333333333333333,San Francisco,San Francisco,,,,,,,,,,,,,,,,,,,,,,,
SAN FRANCISCO INTERNATIONAL HS,2021,17.0,14,,0.8235294117647058,,San Francisco,San Francisco,,,,,,,,,,,,,,,,,,,,,,,
SAN FRANCISCO INTERNATIONAL HS,2022,18.0,14.0,5.0,0.7777777777777778,0.35714285714285715,San Francisco,San Francisco,,,,,,,,,,,,,,,,,,,,,,,
SAN FRANCISCO INTERNATIONAL HS,2023,12.0,12.0,12.0,1.0,1.0,San Francisco,San Francisco,,,,,,,,,,,,,,,,,,,,,,,
SAN FRANCISCO INTERNATIONAL HS,2024,24.0,23.0,13.0,0.9583333333333334,0.5652173913043478,San Francisco,San Francisco,,,,,,,,,,,,,,,,,,,,,,,
SAN FRANCISCO INTERNATIONAL HS,2025,30.0,28.0,21.0,0.9333333333333333,0.75,San Francisco,San Francisco,,,,,,,,,,,,,,,,,,,,,,,
SAN JOSE HIGH SCHOOL,2005,57.0,48.0,31.0,0.8421052631578947,0.6458333333333334,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN JOSE HIGH SCHOOL,2006,42.0,39.0,28.0,0.9285714285714286,0.717948717948718,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN JOSE HIGH SCHOOL,2007,23.0,22.0,13.0,0.9565217391304348,0.5909090909090909,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN JOSE HIGH SCHOOL,2008,24.0,22.0,13.0,0.9166666666666666,0.5909090909090909,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN JOSE HIGH SCHOOL,2009,24.0,19.0,10.0,0.7916666666666666,0.5263157894736842,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN JOSE HIGH SCHOOL,2010,21.0,19.0,15.0,0.9047619047619048,0.7894736842105263,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN JOSE HIGH SCHOOL,2011,38.0,32.0,20.0,0.8421052631578947,0.625,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN JOSE HIGH SCHOOL,2012,47.0,35.0,21.0,0.7446808510638298,0.6,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN JOSE HIGH SCHOOL,2013,48.0,33.0,20.0,0.6875,0.6060606060606061,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN JOSE HIGH SCHOOL,2014,63.0,48.0,26.0,0.7619047619047619,0.5416666666666666,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,,,,,,,,,,,,,1126.0,,,,,,
SAN JOSE HIGH SCHOOL,2015,54.0,39.0,25.0,0.7222222222222222,0.6410256410256411,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,,,,,,200.0,63.0,16.0,25.0,77.0,3.0,5.0,1034.0,718.0,0.6943907156673114,,,,
SAN JOSE HIGH SCHOOL,2016,55.0,32.0,16.0,0.5818181818181818,0.5,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,,,,,,199.0,70.4,15.0,35.0,82.0,5.0,3.0,1059.0,773.0,0.7299338999055713,2579.3,2537.5,49.0,21.0
SAN JOSE HIGH SCHOOL,2017,68.0,38.0,16.0,0.5588235294117647,0.42105263157894735,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,260.0,236.0,90.8,116.0,49.2,240.0,61.7,13.0,38.0,87.0,6.0,4.0,1101.0,819.0,0.7438692098092643,2572.7,2532.2,45.0,20.0
SAN JOSE HIGH SCHOOL,2018,56.0,35.0,17.0,0.625,0.4857142857142857,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,240.0,219.0,91.3,90.0,41.1,223.0,55.2,13.0,21.0,86.0,0.0,3.0,1021.0,789.0,0.7727717923604309,2539.8,2490.8,36.68,11.79
SAN JOSE HIGH SCHOOL,2019,43.0,30.0,15.0,0.6976744186046512,0.5,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,226.0,214.0,94.7,0.0,0.0,217.0,59.0,14.0,27.0,81.0,4.0,2.0,1054.0,756.0,0.7172675521821632,2544.7,2502.4,36.32,13.98
SAN JOSE HIGH SCHOOL,2020,43.0,26.0,14.0,0.6046511627906976,0.5384615384615384,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,257.0,235.0,91.4,102.0,43.4,239.0,62.8,14.0,22.0,107.0,3.0,4.0,1009.0,744.0,0.7373637264618434,2540.2,2494.5,39.23,14.56
SAN JOSE HIGH SCHOOL,2021,39.0,27.0,13.0,0.6923076923076923,0.48148148148148145,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,212.0,194.0,91.5,86.0,44.3,198.0,57.6,12.0,21.0,77.0,1.0,3.0,994.0,613.0,0.6167002012072434,,,,
SAN JOSE HIGH SCHOOL,2022,36.0,29.0,12.0,0.8055555555555556,0.41379310344827586,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,243.0,221.0,90.9,66.0,29.9,221.0,59.7,8.0,25.0,85.0,7.0,7.0,,,,2563.3,2523.6,46.7,18.78
SAN JOSE HIGH SCHOOL,2023,43.0,25.0,9.0,0.5813953488372093,0.36,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,216.0,180.0,83.3,39.0,21.7,179.0,65.4,8.0,30.0,74.0,2.0,3.0,934.0,632.0,0.6766595289079229,2549.3,2498.4,42.79,14.21
SAN JOSE HIGH SCHOOL,2024,37.0,29.0,8.0,0.7837837837837838,0.27586206896551724,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,214.0,190.0,88.8,28.0,14.7,,,,,,,,907.0,659.0,0.7265711135611908,2540.2,2484.1,40.08,9.09
SAN JOSE HIGH SCHOOL,2025,16.0,13.0,6.0,0.8125,0.46153846153846156,San Jose,Santa Clara,San Jose Unified,43696664337200,High Schools (Public),False,175.0,142.0,81.1,7.0,4.9,,,,,,,,874.0,611.0,0.6990846681922197,2534.5,2472.4,41.14,8.62
SAN LEANDRO HIGH SCHOOL,2005,74.0,61.0,43.0,0.8243243243243243,0.7049180327868853,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN LEANDRO HIGH SCHOOL,2006,107.0,95.0,64.0,0.8878504672897196,0.6736842105263158,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN LEANDRO HIGH SCHOOL,2007,111.0,90.0,54.0,0.8108108108108109,0.6,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN LEANDRO HIGH SCHOOL,2008,117.0,95.0,55.0,0.811965811965812,0.5789473684210527,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN LEANDRO HIGH SCHOOL,2009,109.0,92.0,49.0,0.8440366972477065,0.532608695652174,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN LEANDRO HIGH SCHOOL,2010,109.0,89.0,59.0,0.8165137614678899,0.6629213483146067,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN LEANDRO HIGH SCHOOL,2011,97.0,83.0,53.0,0.8556701030927835,0.6385542168674698,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN LEANDRO HIGH SCHOOL,2012,151.0,92.0,66.0,0.609271523178808,0.717391304347826,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN LEANDRO HIGH SCHOOL,2013,97.0,61.0,42.0,0.6288659793814433,0.6885245901639344,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN LEANDRO HIGH SCHOOL,2014,160.0,102.0,63.0,0.6375,0.6176470588235294,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,,,,,,,,,,,,,2631.0,,,,,,
SAN LEANDRO HIGH SCHOOL,2015,135.0,91.0,63.0,0.674074074074074,0.6923076923076923,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,,,,,,573.0,71.6,58.0,84.0,219.0,25.0,24.0,2601.0,1563.0,0.6009227220299884,,,,
SAN LEANDRO HIGH SCHOOL,2016,136.0,100.0,69.0,0.7352941176470589,0.69,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,,,,,,528.0,76.1,59.0,78.0,226.0,16.0,23.0,2597.0,1611.0,0.620331151328456,2583.9,2517.3,53.0,20.0
SAN LEANDRO HIGH SCHOOL,2017,108.0,59.0,32.0,0.5462962962962963,0.5423728813559322,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,574.0,509.0,88.7,195.0,38.3,517.0,71.0,30.0,89.0,219.0,5.0,24.0,2608.0,1505.0,0.5770705521472392,2597.7,2546.4,60.0,25.0
SAN LEANDRO HIGH SCHOOL,2018,151.0,94.0,58.0,0.6225165562913907,0.6170212765957447,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,654.0,616.0,94.2,249.0,40.4,631.0,72.7,57.0,76.0,278.0,20.0,28.0,2657.0,1599.0,0.6018065487391795,2591.5,2536.6,55.02,22.1
SAN LEANDRO HIGH SCHOOL,2019,155.0,85.0,47.0,0.5483870967741935,0.5529411764705883,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,635.0,585.0,92.1,260.0,44.4,596.0,69.3,44.0,82.0,245.0,16.0,26.0,2652.0,1547.0,0.5833333333333334,2575.8,2530.0,49.41,20.93
SAN LEANDRO HIGH SCHOOL,2020,121.0,81.0,44.0,0.6694214876033058,0.5432098765432098,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,631.0,572.0,90.6,0.0,0.0,578.0,65.7,42.0,62.0,241.0,18.0,17.0,2711.0,1523.0,0.5617853190704537,2590.5,2522.6,57.27,19.48
SAN LEANDRO HIGH SCHOOL,2021,136.0,94.0,59.0,0.6911764705882353,0.6276595744680851,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,576.0,548.0,95.1,227.0,41.4,562.0,63.7,59.0,77.0,195.0,11.0,16.0,2697.0,1537.0,0.5698924731182796,,,,
SAN LEANDRO HIGH SCHOOL,2022,168.0,108.0,63.0,0.6428571428571429,0.5833333333333334,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,680.0,639.0,94.0,309.0,48.4,646.0,68.6,61.0,98.0,240.0,11.0,33.0,,,,,,,
SAN LEANDRO HIGH SCHOOL,2023,134.0,86.0,50.0,0.6417910447761194,0.5813953488372093,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,596.0,548.0,91.9,258.0,47.1,555.0,67.9,50.0,78.0,211.0,8.0,30.0,2566.0,1806.0,0.7038191738113796,2583.7,2559.9,54.73,26.98
SAN LEANDRO HIGH SCHOOL,2024,173.0,122.0,66.0,0.7052023121387283,0.5409836065573771,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,612.0,569.0,93.0,239.0,42.0,,,,,,,,2488.0,1716.0,0.6897106109324759,2552.5,2502.9,41.91,17.54
SAN LEANDRO HIGH SCHOOL,2025,155.0,123.0,65.0,0.7935483870967742,0.5284552845528455,San Leandro,Alameda,San Leandro Unified,01612910137588,High Schools (Public),False,589.0,550.0,93.4,268.0,48.7,,,,,,,,2510.0,1891.0,0.7533864541832669,2560.8,2519.2,44.76,20.22
SAN LORENZO HIGH SCHOOL,2005,30.0,27.0,17.0,0.9,0.6296296296296297,San Lorenzo,Alameda,San Lorenzo Unified,01613090137810,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN LORENZO HIGH SCHOOL,2006,42.0,37.0,21.0,0.8809523809523809,0.5675675675675675,San Lorenzo,Alameda,San Lorenzo Unified,01613090137810,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN LORENZO HIGH SCHOOL,2007,45.0,38.0,19.0,0.8444444444444444,0.5,San Lorenzo,Alameda,San Lorenzo Unified,01613090137810,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN LORENZO HIGH SCHOOL,2008,52.0,43.0,30.0,0.8269230769230769,0.6976744186046512,San Lorenzo,Alameda,San Lorenzo Unified,01613090137810,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
SAN LORENZO HIGH SCHOOL,2009,60.0,53.0,31.0,0.8833333333333333,0.5849056603773585,San Lorenzo,Alameda,San Lorenzo Unified,01613090137810,High Schools (Public),False,,,,,,,,,,,,,,,,,,,
